20140528
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,254.54,255.00,254.54,254.74,-3.27,-0.0127,254.74,"3,774","961,396,320.00",　,　
Au9999&nbsp;,258.29,258.29,254.60,254.90,-3.39,-0.0131,255.09,"20,602.68","5,273,273,197.80",　,　
Au100g,259.00,259.00,254.80,255.00,-4.23,-0.0163,255.64,78.2,"19,991,290.00",　,　
Au(T+D),257.09,258.15,254.35,254.64,-4.12,-0.0159,255.35,"55,176","14,089,695,280.00","138,114","9,730"
mAu(T+D),257.10,257.84,254.51,254.78,-4.07,-0.0157,255.8,"3,519.20","900,228,528.00","86,386","3,076"
Pt9995&nbsp;,308.00,308.00,307.50,307.50,-2.25,-0.0073,307.62,196,"60,295,000.00",　,　
Ag99.99&nbsp;,4165,4165,4150,4158,-22,-0.0053,4158,"2,130","8,857,410.00",142,　
Ag(T+D),4075,4081,4051,4060,-36,-0.0088,4066,"1,632,042","6,636,033,088.00","4,548,776",　
