20121214
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,341.30,341.85,341.10,341.80,0.46,0.0013,341.43,"6,520","2,226,184,660.00",　,　
Au9999&nbsp;,341.50,341.95,339.80,341.74,0.26,0.0008,341.47,"5,992.40","2,046,238,138.00",　,　
Au100g,341.08,342.50,341.00,342.08,0.08,0.0002,341.85,53.4,"18,255,112.00",　,　
Au(T+D),340.10,341.99,339.50,341.49,-1.02,-0.003,341.09,"18,936","6,458,881,360.00","164,326","13,074&nbsp;"
Pt9995&nbsp;,337.50,339.00,337.50,339.00,-1.14,-0.0034,338.58,146,"49,433,000.00",　,　
Ag(T+D),6759.00,6759.00,6685.00,6720.00,-109,-0.016,6725.00,"1,201,942","8,083,770,448.00","3,665,856",300&nbsp;
