20100726
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,260.60,261.10,260.58,261.08,-0.57,-0.002,260.76,"3,260","850,085,840.00",&nbsp;,&nbsp;
Au9999&nbsp;,261.73,261.73,260.51,261.20,-0.53,-0.002,260.99,"2,279","596,550,156.00",&nbsp;,&nbsp;
Au100g,262.00,262.00,261.00,261.76,-0.16,-0.001,261.43,14.4,"3,764,632.00",&nbsp;,&nbsp;
Au(T+D),260.00,261.25,260.00,260.98,-0.51,-0.002,260.66,"4,680","1,219,900,500.00","101,552","5,536&nbsp;"
Pt9995&nbsp;,351.00,352.00,350.00,350.42,2.92,0.008,350.76,118,"41,390,000.00",&nbsp;,&nbsp;
Ag(T+D),4154.00,4165.00,4144.00,4162.00,6.00,0.001,4156.00,"74,164","308,259,298.00","789,470",660&nbsp;
