20121203
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,343.60,344.14,343.50,344.09,-1.48,-0.0043,343.94,"4,776","1,642,657,780.00",　,　
Au9999&nbsp;,346.02,346.02,343.30,344.24,-1.78,-0.0051,344.16,"4,404.20","1,515,764,374.00",　,　
Au100g,345.80,345.80,344.00,344.48,-1.22,-0.0035,344.71,39,"13,443,956.00",　,　
Au(T+D),344.00,344.50,343.20,344.10,-1.15,-0.0033,343.86,"11,610","3,992,243,100.00","161,032","10,898&nbsp;"
Pt9995&nbsp;,336.50,338.00,336.50,337.39,-1.47,-0.0043,337.64,256,"86,436,000.00",　,　
Ag(T+D),6888.00,6910.00,6865.00,6877.00,-92,-0.0132,6883.00,"613,644","4,224,253,834.00","3,312,014",　
