20111207
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,351.20,355.00,350.00,353.60,2.24,0.0064,354.25,"2,058","729,058,780.00",　,　
Au9999&nbsp;,353.48,354.99,350.00,354.60,3.12,0.0089,354.25,"3,978.40","1,409,365,192.00",　,　
Au100g,353.00,354.90,351.00,354.83,2.74,0.0078,352.86,38.6,"13,638,098.00",　,　
Au50g,355.80,355.80,355.80,355.80,4.10,0.0117,355.80,4,"1,423,200.00",　,　
Au(T+D),352.60,354.85,349.70,354.54,1.20,0.0034,353.25,"24,414","8,624,326,400.00","141,396","8,618&nbsp;"
Pt9995&nbsp;,323.50,328.50,323.50,328.25,3.25,0.0100,328.06,108,"35,431,000.00",　,　
Ag(T+D),6774.00,6915.00,6732.00,6892.00,40.00,0.0058,6829.00,"922,014","6,297,042,782.00","2,167,854","1,140&nbsp;"
