20110316
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,296.80,298.70,296.50,298.59,-1.73,-0.006,297.44,"4,162","1,237,954,100.00",　,　
Au9999&nbsp;,299.18,299.18,294.60,298.50,-1.94,-0.007,297.59,"8,391","2,496,724,664.00",　,　
Au100g,300.00,300.00,296.33,299.83,-0.98,-0.003,297.84,127.8,"38,065,126.00",　,　
Au(T+D),295.90,297.90,295.10,297.70,-2.61,-0.009,296.28,"23,458","6,950,329,220.00","109,368",232&nbsp;
Pt9995&nbsp;,375.00,376.00,370.00,371.57,-7.43,-0.020,371.15,436,"161,822,000.00",　,　
Ag(T+D),7295.00,7478.00,7294.00,7426.00,-147.00,-0.019,7394.00,"1,278,122","9,450,513,384.00","2,211,404","2,520&nbsp;"
