20100813
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,264.50,265.90,264.20,265.82,3.35,0.013,265.48,"3,458","918,059,780.00",　,　
Au9999,263.45,265.98,263.45,265.90,3.28,0.013,265.58,"2,378.40","631,663,424.00",　,　
Au100g,264.45,266.00,264.45,265.87,2.87,0.011,265.42,62.4,"16,562,744.00",　,　
AuT+D,264.99,265.93,264.43,265.69,3.28,0.013,265.06,"28,672","7,599,948,080.00","115,480","4,920"
Pt9995,346.00,348.50,346.00,347.40,4.77,0.014,346.52,140,"48,514,000.00",　,　
Ag(T+D),4181.00,4190.00,4174.00,4185.00,18.00,0.004,4181.00,"125,160","523,377,404.00","723,320",　
