20120220
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,352.70,352.80,351.72,351.89,-0.14,-0.0004,352.40,"2,494","878,902,700.00",　,　
Au9999&nbsp;,353.00,353.30,351.80,351.89,-0.27,-0.0008,352.41,"4,067.40","1,433,415,912.00",　,　
Au100g,353.80,353.80,352.00,352.18,0.18,0.0005,352.66,46.6,"16,434,238.00",　,　
Au(T+D),352.37,352.88,351.60,351.90,1.60,0.0046,352.40,"10,116","3,564,946,580.00","117,822","10,698&nbsp;"
Pt9995&nbsp;,349.00,349.00,347.00,347.32,2.01,0.0058,347.65,184,"63,968,200.00",　,　
Ag(T+D),6950.00,6968.00,6918.00,6924.00,65.00,0.0095,6942.00,"151,826","1,054,113,764.00","1,894,576",90&nbsp;
