20100125
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,243.30,244.98,243.30,244.74,0.49,0.002,244.42,"4,480","1,095,043,120.00",&nbsp;,&nbsp;
Au9999,247.00,247.00,243.00,244.80,0.53,0.0022,244.56,"7,587.20","1,866,506,998.00",&nbsp;,&nbsp;
Au100g,245.90,248.00,245.00,247.14,1.62,0.0066,246.52,55.2,"13,608,322.00",&nbsp;,&nbsp;
AuT+D,242.92,244.59,242.80,244.00,0.63,0.0026,243.83,"7,248","1,767,337,460.00","124,894",322
Pt9995,351.00,356.50,351.00,356.12,-0.89,-0.0025,355.06,582,"206,648,000.00",&nbsp;,&nbsp;
Ag(T+D),"3,992.00","4,025.00","3,982.00","4,011.00",-38.00,-0.0094,"4,003.00","112,542","450,600,560.00","522,686",750
