20100819
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,267.2,268.7,267.2,268.23,1.34,0.005,268.49,"2,976","799,026,860.00",　,　
Au9999,267.2,269,265.92,268.79,1.99,0.0075,268.39,"1,669","447,955,848.00",　,　
Au100g,267,268.85,265.7,268.8,1.63,0.0061,267.88,49,"13,126,246.00",　,　
AuT+D,267.5,269.02,265.8,268.51,1.71,0.0064,267.62,"19,370","5,183,863,840.00","118,100","6,752"
Pt9995,346,349.5,346,349.22,-1.78,-0.0051,349.04,102,"35,603,000.00",　,　
Ag(T+D),"4,202.00","4,202.00","4,175.00","4,199.00",5,0.0012,"4,189.00","171,658","719,219,074.00","679,708",　
