20030305
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,95.01,94.88,95.02,94.8,0.93,0.99%,94.86,596,"56,533,610"
Au99.99,95,94.93,95.08,94.9,0.98,1.04%,94.97,282,"26,780,140"
