20190611
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,298.30,298.30,297.00,297.06,-1.28,-0.43%,297.39,726.00,"215,905,500.00",-,,
Au99.99,299.50,299.50,297.00,297.00,-1.77,-0.59%,298.11,"13,392.94","3,991,176,917.20",-,,
Au100g,297.05,298.90,294.11,296.76,-1.46,-0.49%,297.66,67.40,"20,062,926.00",-,,
iAu99.99,296.40,296.40,295.30,295.42,-0.75,-0.25%,296.21,227.94,"67,519,184.40",-,,
Au(T+D),298.32,298.92,297.05,297.20,-1.64,-0.55%,298.12,"61,434.00","18,315,115,380.00","281,356",空支付给多,"15,406"
Au(T+N1),298.90,299.25,297.10,297.40,-1.25,-0.42%,298.15,"4,294.60","1,280,399,180.00","112,296",多支付给空,"3,800"
Au(T+N2),300.95,301.00,298.50,299.10,-2.10,-0.70%,300.30,326.00,"97,898,220.00","427,222",多支付给空,"6,800"
mAu(T+D),298.16,298.96,297.15,297.29,-1.57,-0.53%,298.15,"9,977.60","2,974,823,874.00","713,856",多支付给空,"24,184"
Pt99.95,186.32,186.32,185.35,185.35,-0.65,-0.35%,185.70,124.00,"23,027,700.00",-,,
Ag(T+D),"3,560","3,574","3,548","3,554",-19,-0.53%,"3,559","3,323,982.00","11,831,813,868.00","13,133,066",空支付给多,"217,710"
PGC30g,300.50,300.50,300.00,300.26,-0.04,-0.01%,300.26,0.18,"54,048.00",-,,
