20120530
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,319.00,319.02,317.80,317.93,-5.52,-0.0171,318.35,"1,488","473,714,520.00",　,　
Au9999&nbsp;,323.99,324.50,317.70,318.39,-5.16,-0.0159,318.54,"4,754.40","1,514,485,012.00",　,　
Au100g&nbsp;,324.00,324.98,318.51,318.73,-5.14,-0.0159,319.81,102.8,"32,877,438.00",　,　
Au(T+D),323.52,324.70,317.80,318.23,-4.93,-0.0153,319.62,"21,010","6,715,346,040.00","157,600","11,044&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",307.50,309.50,302.50,302.64,-4.62,-0.015,303.63,250,"75,907,600.00",　,　
Ag(T+D),5974.00,6014.00,5823.00,5846.00,-128.00,-0.0214,5899.00,"1,440,432","8,498,498,114.00","2,920,130","5,520&nbsp;"
