20021209
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,86.65,86.52,86.65,86.51,0.31,0.36%,86.54,608,"52,618,760"
Au99.99,86.69,86.55,86.69,86.54,0.32,0.37%,86.56,157,"13,590,100"
