20130626
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,258.80,258.80,251.00,251.41,-7.28,-0.0281,252.22,"1,218","307,211,300.00",　,　
Au9999&nbsp;,259.10,259.30,251.00,251.59,-7.32,-0.0283,253.45,"19,134.60","4,849,726,244.00",　,　
Au100g&nbsp;,260.80,260.80,253.00,253.11,-7.69,-0.0295,256.20,181,"46,372,732.00",　,　
Au(T+D),259.15,259.40,250.85,251.50,-7.84,-0.0302,254.08,"49,006","12,451,619,080.00","192,334","17,628&nbsp;"
Pt9995&nbsp;,282.00,282.00,277.50,278.00,-5.44,-0.0192,279.27,856,"239,061,000.00",　,　
Ag99.99&nbsp;,3820.00,3820.00,3755.00,3785.00,-165,-0.0418,3787.00,"7,830","29,653,200.00",522,　
Ag(T+D)&nbsp;,3949.00,3949.00,3740.00,3760.00,-183,-0.0464,3823.00,"4,777,998","18,270,969,148.00","3,485,672","12,000&nbsp;"
