20101015
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,294.20,295.50,294.00,295.14,-0.7,-0.0024,295.32,"2,628","776,113,940.00",　,　
Au9999&nbsp;,296.00,296.00,293.83,295.06,-0.93,-0.0031,295.54,"3,641.60","1,076,462,918.00",　,　
Au100g,294.00,296.61,294.00,295.47,-1.03,-0.0035,295.82,130.4,"38,575,712.00",　,　
Au(T+D),294.88,295.59,293.80,294.93,-0.96,-0.0032,294.87,"20,756","6,120,500,120.00","109,612","4,498&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",378.50,379.50,378.25,379.43,-1.4,-0.0037,378.81,144,"54,550,000.00",　,　
Ag(T+D),5470,5590,5420,5570,55,0.01,5519,"885,524","4,887,492,108.00","1,093,078",　
