20120709
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,325.00,325.60,325.00,325.55,-2.97,-0.009,325.43,"2,136","695,131,280.00",　,　
Au9999&nbsp;,328.30,328.30,325.00,325.88,-2.42,-0.0074,325.47,"4,798.40","1,561,749,076.00",　,　
Au100g,325.50,328.00,325.40,325.76,-2.79,-0.0085,325.69,42.4,"13,809,496.00",　,　
Au(T+D),324.00,325.60,324.00,325.58,-3.41,-0.0104,325.27,"11,946","3,885,776,220.00","139,248","8,080&nbsp;"
Pt9995&nbsp;,309.25,310.50,309.25,310.50,-5.16,-0.0163,310.37,264,"81,939,000.00",　,　
Ag(T+D),5745,5788,5745,5770,-77,-0.0132,5767,"452,604","2,610,438,704.00","3,085,580",60&nbsp;
