20021231
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,92.82,92.37,92.82,92.3,-0.45,-0.48%,92.36,473,"43,687,280"
Au99.99,93.35,92.79,93.35,92.51,-1.07,-1.14%,92.79,6,"556,740"
