20200108
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,359.30,359.50,355.80,357.39,6.14,1.75%,357.31,680.00,"242,976,200.00",-,,
Au99.99,352.99,361.00,350.15,356.61,5.26,1.50%,357.32,"23,762.42","8,398,758,533.20",-,,
Au100g,351.00,359.90,350.61,356.40,5.00,1.42%,357.28,104.40,"37,300,264.00",-,,
iAu99.99,350.00,358.30,346.61,354.76,5.15,1.47%,356.38,270.60,"96,436,701.80",-,,
Au(T+D),351.56,362.88,350.45,356.08,4.45,1.27%,356.84,"128,190.00","45,743,801,160.00","264,656",空支付给多,"20,130"
Au(T+N1),354.30,370.00,354.30,359.95,5.45,1.54%,360.60,482.80,"174,102,020.00","138,712",,800
Au(T+N2),358.60,372.00,358.60,364.50,6.20,1.73%,363.60,42.80,"15,563,190.00","84,772",,
mAu(T+D),351.50,362.63,350.61,356.22,4.46,1.27%,356.92,"17,829.80","6,363,974,204.00","1,213,100",多支付给空,"86,898"
Pt99.95,223.77,224.16,223.44,223.61,0.06,0.03%,223.76,174.00,"38,934,940.00",-,,
Ag99.99,"4,483","4,488","4,483","4,484",100,2.28%,"4,484",420.00,"1,883,460.00",28,,
Ag(T+D),"4,364","4,540","4,343","4,444",57,1.30%,"4,444","16,026,156.00","71,228,844,644.00","12,758,114",多支付给空,"262,200"
NYAuTN06,353.70,365.20,353.10,358.45,4.05,1.14%,358.95,970.20,"348,275,790.00","38,602",,
NYAuTN12,358.40,367.90,357.70,363.20,4.10,1.14%,363.00,382.00,"138,668,160.00","14,322",,
PGC30g,358.00,366.17,358.00,363.24,5.68,1.59%,363.52,2.22,"807,031.80",-,,
