20030128
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,98.2,97.2,98.2,97.1,-1.06,-1.08%,97.66,713,"69,634,340"
Au99.99,98.12,97.24,98.12,97.15,-0.86,-0.88%,97.59,212,"20,689,320"
