20100830
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,270.30,270.54,270.30,270.46,0.61,0.002,270.39,"3,382","914,491,880.00",　,　
Au9999,271.00,271.00,270.06,270.96,0.95,0.004,270.48,"1,801","487,151,342.00",　,　
Au100g,270.00,271.00,270.00,270.57,0.26,0.001,270.65,18.6,"5,034,130.00",　,　
AuT+D,269.93,270.60,269.93,270.51,0.43,0.002,270.39,"7,102","1,920,336,640.00","106,122","4,554"
Pt9995,349.00,349.00,348.00,348.18,-0.25,-0.001,348.85,120,"41,862,000.00",　,　
Ag(T+D),4256.00,4267.00,4256.00,4265.00,23.00,0.005,4262.00,"80,330","342,407,710.00","918,232",30
