20140331
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,257.20,259.00,257.00,257.71,-0.40,-0.0015,258.25,"2,070","534,579,000.00",　,　
Au9999&nbsp;,258.50,259.10,257.04,257.80,-0.70,-0.0027,258.34,"9,133.76","2,361,692,603.20",　,　
Au100g,257.25,259.50,257.25,257.87,-0.82,-0.0032,258.43,31.6,"8,166,604.00",　,　
Au(T+D),257.60,259.00,256.80,257.77,-0.41,-0.0016,258.24,"28,270","7,300,581,340.00","186,948","6,110"
mAu(T+D),257.80,259.20,256.91,257.80,-0.40,-0.0015,258.11,"1,168.80","301,679,958.00","42,542","1,590"
Pt9995&nbsp;,293.50,298.50,293.50,298.33,2.83,0.0096,296.72,136,"40,354,500.00",　,　
Ag(T+D),4100,4126,4098,4113,12,0.0029,4112,"912,044","3,750,697,124.00","3,736,618",450
