20100802
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,258.00,258.58,258.00,258.32,2.63,0.010,258.36,"2,678","691,890,240.00",　,　
Au9999&nbsp;,256.90,258.65,256.90,258.39,2.59,0.010,258.38,"2,140.40","553,159,952.00",　,　
Au100g,258.00,259.38,258.00,258.88,2.73,0.011,259.13,24.2,"6,271,102.00",　,　
Au(T+D),257.81,258.38,257.80,258.10,2.80,0.011,258.10,"14,126","3,646,040,480.00","123,762","4,046&nbsp;"
Au(T+N1),258.50,258.50,258.50,258.50,2.60,0.010,258.50,4,"1,034,000.00",18,　
Pt9995&nbsp;,359.00,359.00,359.00,359.00,5.96,0.017,359.00,28,"10,052,000.00",　,　
Ag(T+D),4145.00,4170.00,4142.00,4165.00,55.00,0.013,4158.00,"282,054","1,172,997,468.00","774,118",　
