20081226
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,186.60,186.97,185.10,186.90,0.18,0.10%,186.67,"3,488","651,106,620.00",&nbsp;,&nbsp;
Au9999,186.90,187.25,186.00,187.20,0.60,0.32%,186.81,"3,271.20","607,410,776.00",&nbsp;,&nbsp;
Au100g,187.08,187.50,186.01,187.48,1.04,0.56%,187.10,31.2,"5,837,724.00",&nbsp;,&nbsp;
AuT+D,185.50,186.96,185.42,186.89,0.21,0.11%,186.58,"2,554","476,536,960.00","81,456","1,654"
Au(T+N1),186.50,186.50,186.50,186.50,0.00,0.00%,186.50,"2,000","373,000,000.00",6,&nbsp;
Au(T+N2),186.51,186.60,186.51,186.60,0.60,0.32%,186.55,"4,000","746,220,000.00",504,&nbsp;
Pt9995,205.00,206.00,204.00,206.00,4.00,1.98%,205.43,218,"44,784,000.00",&nbsp;,&nbsp;
Ag(T+D),"2,385.00","2,398.00","2,375.00","2,396.00",4.00,0.17%,"2,387.00","5,752","13,735,036.00","95,498",&nbsp;
