20111230
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,312.60,319.80,311.10,319.80,4.49,0.0142,318.07,"3,680","1,170,520,780.00",　,　
Au9999&nbsp;,315.50,320.00,311.50,319.80,4.3,0.0136,317.98,"7,232.60","2,299,927,334.00",　,　
Au100g,313.00,321.00,312.00,320.99,4.99,0.0158,317.83,176.6,"56,130,444.00",　,　
Au(T+D),312.45,319.79,311.10,319.49,1.08,0.0034,316.48,"37,868","11,984,829,580.00","133,940","18,350&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",292.00,297.00,292.00,296.50,4.75,0.0163,296.6,224,"66,439,000.00",　,　
Ag(T+D),5607,5883,5607,5864,43,0.0074,5742,"1,288,558","7,400,139,610.00","1,980,676","3,210&nbsp;"
