20100806
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,260.85,261.35,260.70,261.20,0.48,0.002,261.03,"2,524","658,864,500.00",　,　
Au9999&nbsp;,262.70,262.70,260.00,261.31,0.53,0.002,261.18,"2,177.80","568,801,854.00",　,　
Au100g,262.00,262.00,260.30,261.34,0.09,0.000,261.35,22.2,"5,802,004.00",　,　
Au(T+D),261.30,261.30,259.90,261.10,0.30,0.001,260.68,"11,420","2,977,058,820.00","120,160","6,402&nbsp;"
Pt9995&nbsp;,358.00,358.00,355.00,355.50,-1.31,-0.004,356.27,182,"64,842,000.00",　,　
Ag(T+D),4182.00,4188.00,4171.00,4184.00,7.00,0.002,4179.00,"88,184","368,590,808.00","697,476",　
