20100521
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,260.00,260.00,257.10,259.31,-1.74,-0.0067,258.88,"4,328","1,120,438,540.00",&nbsp;,&nbsp;
Au9999,261.24,262.00,257.00,259.80,-1.44,-0.0055,258.81,"5,959.80","1,555,384,822.00",&nbsp;,&nbsp;
Au100g,258.18,262.30,258.00,259.80,-2.00,-0.0076,259.63,116.8,"30,325,196.00",&nbsp;,&nbsp;
AuT+D,259.99,262.10,256.86,259.03,-2.14,-0.0082,259.56,"42,632","11,065,793,100.00","121,590","15,622"
Pt9995,346.00,352.00,338.00,349.47,-10.53,-0.0293,346.49,872,"302,143,000.00",&nbsp;,&nbsp;
Ag99.99,"4,110.00","4,110.00","4,100.00","4,104.00",-56.00,-0.0135,"4,104.00","1,500","6,156,000.00",100,&nbsp;
Ag(T+D),"4,090.00","4,114.00","4,063.00","4,085.00",-44.00,-0.0107,"4,088.00","383,512","1,568,170,154.00","588,288","1,230"
