20100611
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,268.50,269.30,267.80,268.85,-0.54,-0.002,268.43,"6,290","1,688,454,280.00",&nbsp;,&nbsp;
Au9999,270.50,270.50,267.80,268.92,-0.70,-0.003,268.53,"3,309.20","888,623,428.00",&nbsp;,&nbsp;
Au100g,269.30,270.00,268.01,269.00,-0.30,-0.001,268.69,62.6,"16,820,262.00",&nbsp;,&nbsp;
AuT+D,268.98,269.40,267.40,268.96,-0.51,-0.002,268.35,"28,848","7,741,533,880.00","112,102","11,848"
Pt9995,348.50,352.50,348.50,351.50,1.41,0.004,352.15,298,"104,942,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,131.00","4,175.00","4,110.00","4,162.00",28.00,0.0068,"4,150.00","264,744","1,098,743,902.00","490,640","11,910"
