20021126
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,85.32,85.18,85.32,85.1,-0.14,-0.16%,85.19,216,"18,400,850"
Au99.99,85.32,85.37,85.38,85.32,-0.02,-0.02%,85.36,44,"3,756,000"
