20030312
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,94,93.74,94,93.5,-0.46,-0.49%,93.61,362,"33,888,240"
Au99.99,93.6,93.73,93.8,93.5,-0.53,-0.56%,93.6,237,"22,182,510"
