20140211
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,250.00,251.90,250.00,251.21,1.42,0.0057,251.54,"2,458","618,288,900.00",　,　
Au9999&nbsp;,250.39,251.99,250.00,251.49,1.1,0.0044,251.63,"16,577.36","4,171,421,373.80",　,　
Au100g&nbsp;,250.66,252.33,250.09,251.55,1.29,0.0052,251.39,57.6,"14,480,154.00",　,　
Au(T+D)&nbsp;,250.39,251.94,249.82,251.20,2.29,0.0092,251.18,"30,804","7,737,506,580.00","163,970","16,292"
mAu(T+D)&nbsp;,250.19,251.97,249.81,251.35,2.62,0.0105,250.98,364.8,"91,559,472.00","18,702",4
Pt9995&nbsp;,285.00,286.00,285.00,286.00,0.22,0.0008,285.72,180,"51,430,000.00",　,　
Ag(T+D)&nbsp;,4076,4095,4059,4063,14,0.0035,4076,"1,117,060","4,553,427,854.00","3,748,068",150
