20140129
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,245.20,245.50,244.90,245.50,-0.39,-0.0016,245.07,"2,118","519,062,180.00",　,　
Au9999&nbsp;,246.98,246.98,245.03,245.94,0.04,0.0002,245.28,"8,384.74","2,056,634,871.00",　,　
Au100g,247.49,248.00,245.35,245.99,-0.09,-0.0004,245.91,25.2,"6,196,938.00",　,　
Au(T+D),246.00,246.55,245.00,245.80,-0.75,-0.003,245.43,"19,464","4,777,094,300.00","159,352","12,408"
mAu(T+D),246.00,246.50,245.09,245.99,-0.63,-0.0026,245.60,311.2,"76,432,230.00","12,490","1,836"
Pt9995&nbsp;,289.50,290.00,289.50,289.50,-2,-0.0069,289.75,266,"77,073,500.00",　,　
Ag(T+D),4026,4030,4003,4019,-3,-0.0007,4013,"847,082","3,399,431,118.00","3,808,614",30
