20111017
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,347.00,347.70,347.00,347.70,2.28,0.0066,347.25,"3,042","1,056,354,460.00",　,　
Au9999&nbsp;,348.00,349.80,346.50,348.29,2.68,0.0078,347.25,"4,307.60","1,495,820,302.00",　,　
Au100g,346.11,348.00,346.11,347.83,1.29,0.0037,347.70,31.6,"10,987,446.00",　,　
Au(T+D),346.50,347.80,346.21,347.78,2.70,0.0078,347.09,"15,702","5,450,032,300.00","123,664","8,974&nbsp;"
Pt9995&nbsp;,329.75,331.00,329.50,329.50,-0.07,-0.0002,330.39,172,"56,827,500.00",　,　
Ag(T+D),6845.00,6880.00,6807.00,6877.00,76.00,0.0112,6839.00,"253,920","1,736,618,096.00","1,825,154","11,250&nbsp;"
