20140721
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,260.80,262.40,260.80,262.22,0.46,0.0018,261.56,"3,754","981,901,040.00",　,　
Au9999&nbsp;,262.80,262.80,260.70,262.60,0.91,0.0035,261.75,"10,173.36","2,662,909,664.20",　,　
Au100g,260.80,262.49,260.80,262.31,0.33,0.0013,261.56,22,"5,754,376.00",　,　
Au(T+D),261.05,262.20,260.11,262.16,-0.03,-0.0001,261.32,"21,940","5,733,560,240.00","133,060","11,016"
mAu(T+D),261.30,262.35,260.35,262.26,0.06,0.0002,261.49,"2,202","575,806,088.00","120,442","8,286"
Pt9995&nbsp;,311.25,311.75,311.00,311.70,-1.05,-0.0034,311.42,158,"49,204,500.00",　,　
Ag99.99&nbsp;,4358,4358,4358,4358,40,0.0093,4358,"1,200","5,229,600.00",80,　
Ag(T+D),4318,4337,4299,4333,-8,-0.0018,4316,"1,151,554","4,971,085,474.00","4,821,930","2,010"
