20100707
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,262.20,262.20,259.00,260.18,-3.50,-0.013,260.04,"3,264","848,786,400.00",&nbsp;,&nbsp;
Au9999,263.90,263.90,259.20,260.13,-3.73,-0.014,260.46,"2,434.40","637,175,062.00",&nbsp;,&nbsp;
Au100g,262.08,263.10,260.50,261.07,-3.93,-0.015,261.78,111.2,"29,110,260.00",&nbsp;,&nbsp;
AuT+D,262.35,262.35,258.91,259.92,-3.45,-0.013,260.18,"21,758","5,661,118,220.00","111,818","7,342"
Pt9995,340.30,342.50,340.00,340.85,-0.56,-0.002,341.28,298,"101,703,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,110.00","4,137.00","4,083.00","4,109.00",-14.00,-0.003,"4,109.00","202,804","833,331,070.00","808,546",&nbsp;
