20100820
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,269.00,269.65,268.70,268.75,0.52,0.002,268.87,"3,870","1,040,546,800.00",　,　
Au9999&nbsp;,269.50,269.60,268.60,268.82,0.03,0.000,268.96,"1,921.40","516,785,196.00",　,　
Au100g,269.98,270.00,268.85,268.99,0.19,0.001,269.10,45,"12,109,528.00",　,　
Au(T+D),269.01,269.78,268.20,268.69,0.18,0.001,269.11,"16,068","4,324,113,380.00","117,262","6,568&nbsp;"
Pt9995&nbsp;,349.50,349.50,343.50,345.21,-4.01,-0.012,345.43,454,"156,825,500.00",　,　
Ag(T+D),4202.00,4208.00,4182.00,4190.00,-9.00,-0.002,4196.00,"101,886","427,582,896.00","676,672",　
