20130530
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,278.70,281.20,278.70,280.80,2.96,0.0107,280.28,"2,698","756,195,820.00",　,　
Au9999&nbsp;,278.00,281.25,277.80,280.85,2.89,0.0104,279.97,"20,914.60","5,855,639,238.00",　,　
Au100g,280.00,281.45,278.81,281.12,2.12,0.0076,280.50,48,"13,464,040.00",　,　
Au(T+D),277.66,281.30,277.40,280.78,3.16,0.0114,279.71,"36,224","10,132,477,280.00","263,308","6,598&nbsp;"
Au(T+N1)&nbsp;,274.81,274.81,274.81,274.81,-20.69,-0.07,274.81,2,"549,620.00",2,　
Pt9995&nbsp;,302.00,304.00,302.00,303.40,-0.06,-0.0002,302.93,524,"158,738,000.00",　,　
Ag(T+D),4498.00,4545.00,4478.00,4538.00,42,0.0093,4517.00,"1,485,530","6,710,357,368.00","3,034,256",　
