20100624
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,272.50,272.50,270.50,270.50,-1.97,-0.0072,271.27,79.6,"21,593,874.00",&nbsp;,&nbsp;
Au9995,270.10,271.19,269.50,269.93,-2.30,-0.0084,270.83,"3,786","1,025,392,960.00",&nbsp;,&nbsp;
Au9999,273.00,273.00,269.50,270.14,-2.16,-0.0079,270.84,"2,488","674,093,556.00",&nbsp;,&nbsp;
Pt9995,356.00,356.00,354.75,355.62,-3.13,-0.0087,355.41,200,"71,082,000.00",&nbsp;,&nbsp;
Ag99.99,"4,235.00","4,235.00","4,235.00","4,235.00",-40.00,-0.0094,"4,235.00","1,200","5,082,000.00",80,&nbsp;
Ag(T+D),"4,255.00","4,260.00","4,192.00","4,214.00",-54.00,-0.0127,"4,217.00","311,714","1,314,804,360.00","637,690","1,350"
AuT+D,271.75,271.75,268.87,269.97,-2.24,-0.0082,270.04,"25,474","6,879,013,820.00","123,814","5,132"
Au(T+N1),270.82,270.82,270.82,270.82,-1.18,-0.0043,270.82,2,"541,640.00",18,&nbsp;
