20110524
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,315.50,318.00,315.50,317.96,2.57,0.008,317.64,"4,350","1,381,747,440.00",　,　
Au9999&nbsp;,316.50,318.10,315.81,318.05,2.55,0.008,317.53,"1,762.20","559,566,588.00",　,　
Au100g,315.85,318.10,315.73,317.98,2.31,0.007,317.47,49.4,"15,683,278.00",　,　
Au50g,319.50,319.50,319.50,319.50,5.50,0.018,319.5,10,"3,195,000.00",　,　
Au(T+D),316.45,317.99,315.85,317.98,2.63,0.008,317.32,"15,730","4,991,547,900.00","103,180","4,938&nbsp;"
Pt9995&nbsp;,380.50,383.00,380.00,382.50,0.00,0.000,381.84,160,"61,095,000.00",　,　
Ag(T+D),7590.00,7735.00,7544.00,7719.00,181.00,0.024,7648,"880,242","6,732,804,144.00","1,951,318","6,000&nbsp;"
