20030213
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,93.5,94.52,94.7,93.5,-2.69,-2.77%,94.25,336,"31,667,280"
Au99.99,94.1,94.36,95,94.1,-2.84,-2.92%,94.28,456,"42,989,520"
