20100810
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,263.00,263.40,262.00,262.00,-1.59,-0.006,262.68,33.8,"8,878,776.00",　,　
Au9995,262.50,262.50,261.70,261.70,-1.83,-0.007,261.98,"2,672","700,028,540.00",　,　
Au9999,263.50,263.50,261.70,261.78,-1.72,-0.007,262.08,"1,747.60","458,091,266.00",　,　
Pt9995,353.00,353.00,349.50,349.90,-4.10,-0.012,351.20,432,"151,722,100.00",　,　
Ag(T+D),4190.00,4190.00,4176.00,4176.00,-20.00,-0.005,4180.00,"89,168","372,753,918.00","701,538",　
AuT+D,262.71,262.97,261.55,261.66,-1.67,-0.006,262.05,"9,194","2,409,354,660.00","119,602","6,062"
