20130606
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au995&nbsp;,277.61,277.70,275.00,275.78,-2.72,-0.0098,277.27,"4,162","1,154,024,040.00",　,　
Au9995&nbsp;,279.60,279.60,277.21,277.47,-1.03,-0.0037,278.07,"2,832","787,495,800.00",　,　
Au9999&nbsp;,279.48,279.79,277.21,277.50,-1,-0.0036,278.24,"14,644.60","4,077,471,864.00",　,　
Au100g,280.00,280.99,279.00,279.00,-1,-0.0036,279.51,73.2,"20,460,290.00",　,　
Au(T+D),278.87,280.00,277.10,277.44,-1.27,-0.0046,278.33,"25,378","7,063,593,120.00","239,006","3,022&nbsp;"
Pt9995&nbsp;,311.00,313.00,311.00,312.00,1.88,0.0061,312.41,326,"101,847,000.00",　,　
Ag(T+D),4526.00,4549.00,4488.00,4495.00,-24,-0.0053,4517.00,"1,366,184","6,172,106,148.00","3,063,286",　
