20110811
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,365.00,373.20,365.00,367.90,6.43,0.018,368.61,"1,656","610,429,120.00",　,　
Au9999&nbsp;,364.00,374.50,363.01,368.20,6.45,0.018,368.87,"4,475","1,650,729,404.00",　,　
Au100g,362.00,373.65,362.00,368.00,6.10,0.017,368.74,219,"80,754,192.00",　,　
Au(T+D),363.95,373.00,362.51,367.71,6.05,0.017,367.87,"52,064","19,153,119,780.00","130,600","4,898&nbsp;"
Pt9995&nbsp;,375.00,376.00,375.00,375.50,3.25,0.009,375.47,154,"57,823,000.00",　,　
Ag(T+D),8315.00,8471.00,8250.00,8335.00,106.00,0.013,8353.00,"1,161,184","9,700,215,840.00","2,479,026","7,860&nbsp;"
