20030218
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,93.98,93.67,94.02,93.63,0.62,0.67%,93.8,681,"63,875,080"
Au99.99,94,94.07,94.48,94,0.85,0.91%,94.24,39,"3,675,240"
