20120412
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,320.00,338.20,320.00,337.85,-0.26,-0.0008,337.49,"1,666","562,258,780.00",　,　
Au9999&nbsp;,338.90,338.90,337.20,337.97,-0.07,-0.0002,337.91,"3,293.80","1,113,035,562.00",　,　
Au100g,338.00,338.80,337.31,338.52,0.20,0.0006,338.23,27.8,"9,402,934.00",　,　
Au(T+D),337.99,338.50,337.20,337.80,0.86,0.0026,337.81,"7,424","2,507,936,480.00","143,200","8,970&nbsp;"
Pt9995&nbsp;,338.50,338.75,336.50,338.45,1.93,0.0057,337.72,556,"187,776,000.00",　,　
Ag(T+D),6600.00,6629.00,6560.00,6610.00,37.00,0.0056,6595.00,"380,020","2,506,400,360.00","2,435,314","8,130&nbsp;"
