20100714
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,265.98,266.90,264.04,265.42,2.22,0.008,265.45,22.6,"5,999,244.00",&nbsp;,&nbsp;
Au9995,265.00,265.00,263.90,264.50,2.70,0.01,264.38,"2,750","727,052,320.00",&nbsp;,&nbsp;
Au9999,264.18,265.01,264.00,264.54,2.66,0.01,264.52,"1,149.40","304,376,454.00",&nbsp;,&nbsp;
Pt9995,348.00,348.00,346.00,346.40,2.90,0.008,347.43,46,"15,982,000.00",&nbsp;,&nbsp;
Ag99.99,"4,200.00","4,200.00","4,200.00","4,200.00",30.00,0.007,"4,200.00","1,050","4,410,000.00",70,&nbsp;
Ag(T+D),"4,184.00","4,195.00","4,165.00","4,176.00",33.00,0.008,"4,175.00","163,074","680,937,638.00","791,092",&nbsp;
AuT+D,265.02,265.39,263.80,264.42,2.42,0.009,264.52,"17,442","4,613,880,020.00","108,924","2,864"
