20030214
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,96.1,96.43,96.49,96.04,1.91,2.02%,96.2,443,"42,616,780"
Au99.99,96.58,96.46,96.58,96,2.1,2.23%,96.22,413,"39,739,890"
