20100712
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,263.20,263.65,263.10,263.18,1.88,0.0072,263.47,"3,844","1,012,795,960.00",&nbsp;,&nbsp;
Au9999,263.61,263.90,263.30,263.30,1.47,0.0056,263.66,"1,187.80","313,271,936.00",&nbsp;,&nbsp;
Au100g,265.00,265.00,264.00,264.51,1.04,0.0039,264.66,44.8,"11,856,956.00",&nbsp;,&nbsp;
AuT+D,263.12,263.55,263.01,263.20,1.90,0.0073,263.34,"8,786","2,313,729,660.00","105,920","5,964"
Pt9995,347.00,347.00,346.00,346.00,0.00,0,346.38,192,"66,506,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,159.00","4,164.00","4,150.00","4,150.00",7.00,0.0017,"4,156.00","50,572","210,220,506.00","823,148",&nbsp;
