20121210
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,342.10,342.64,342.05,342.45,1.45,0.0043,342.37,"4,648","1,591,373,700.00",　,　
Au9999&nbsp;,341.56,342.80,341.56,342.62,1.22,0.0036,342.46,"4,036.80","1,382,472,422.00",　,　
Au100g,341.96,343.50,341.96,342.80,0.84,0.0025,342.93,33.4,"11,453,888.00",　,　
Au(T+D),341.99,342.60,341.80,342.48,1.83,0.0054,342.35,"14,662","5,019,634,580.00","160,230","11,964&nbsp;"
Pt9995&nbsp;,338.50,338.50,338.00,338.50,2.79,0.0083,338.41,236,"79,866,000.00",　,　
Ag(T+D),6808.00,6836.00,6808.00,6826.00,56,0.0083,6824.00,"325,426","2,220,759,686.00","3,388,634",60&nbsp;
