20120327
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,342.00,344.00,342.00,343.70,4.45,0.0131,343.62,"3,646","1,252,865,360.00",　,　
Au9999&nbsp;,341.00,345.00,341.00,343.80,4.51,0.0133,343.64,"4,210.80","1,447,019,428.00",　,　
Au100g,342.59,344.95,340.00,344.23,4.76,0.0140,342.96,66.2,"22,704,500.00",　,　
Au50g,343.82,343.82,343.82,343.82,-18.53,-0.0511,343.82,0.4,"137,528.00",　,　
Au(T+D),342.50,344.10,341.31,343.76,4.98,0.0147,343.07,"38,370","13,163,814,100.00","142,466","11,824&nbsp;"
Pt9995&nbsp;,347.00,350.00,346.50,349.00,2.95,0.0085,348.99,200,"69,798,000.00",　,　
Ag(T+D),6782.00,6844.00,6757.00,6827.00,147.00,0.0220,6807.00,"832,092","5,664,333,296.00","2,280,396","8,940&nbsp;"
