20021127
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,85.35,85.58,85.58,85.3,&nbsp;0.4,0.47%,&nbsp;85.37,&nbsp;200,"17,074,010"
Au99.99,85.4,85.52,85.55,85.4,&nbsp;0.15,&nbsp;0.18%,&nbsp;85.43,&nbsp;67,"&nbsp;5,723,730"
