20021210
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,86.45,86.58,86.59,86.45,0.06,0.07%,86.55,663,"57,381,030"
Au99.99,86.6,86.6,86.61,86.59,0.05,0.06%,86.6,39,"3,377,440"
