20100803
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,259.00,259.53,258.09,258.44,0.12,0.001,258.58,"2,002","517,694,540.00",　,　
Au9999&nbsp;,258.64,259.80,258.00,258.59,0.20,0.001,258.72,"1,592.80","412,096,796.00",　,　
Au100g,258.80,260.00,258.80,259.00,0.12,0.001,259.41,34.2,"8,872,040.00",　,　
Au(T+D),258.10,259.45,257.70,258.50,0.40,0.002,258.77,"15,792","4,086,511,100.00","125,478","4,066&nbsp;"
Pt9995&nbsp;,361.00,361.00,359.75,360.00,1.00,0.003,360.00,88,"31,680,500.00",　,　
Ag(T+D),4180.00,4208.00,4180.00,4181.00,16.00,0.004,4192.00,"329,326","1,380,542,444.00","669,046",　
