20200306
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.60,375.30,372.50,372.95,7.52,2.06%,374.08,502.00,"187,788,600.00",-,,
Au99.99,370.00,375.35,366.49,372.40,5.91,1.61%,373.37,"9,633.00","3,317,201,279.60",-,,
Au100g,367.95,375.10,367.56,372.68,6.31,1.72%,372.84,84.80,"31,617,352.00",-,,
iAu99.99,367.98,373.50,367.98,373.50,8.00,2.19%,372.95,10.10,"3,766,846.00",-,,
Au(T+D),367.60,375.65,366.84,373.05,7.45,2.04%,371.67,"139,824.00","51,969,277,420.00","264,514",多支付给空,"18,896"
Au(T+N1),370.00,378.00,349.35,374.05,6.30,1.71%,360.80,617.60,"222,835,400.00","148,436",多支付给空,600
Au(T+N2),373.50,381.90,373.50,379.30,8.25,2.22%,375.80,397.40,"149,342,150.00","111,198",,
mAu(T+D),367.76,375.58,366.50,372.99,7.32,2.00%,371.51,"25,122.80","9,333,546,260.00","1,002,150",多支付给空,"31,312"
Pt99.95,199.06,199.80,198.44,199.31,-2.25,-1.12%,199.16,808.00,"160,921,780.00",-,,
Ag99.99,"4,173","4,173","4,173","4,173",25,0.60%,"4,173",270.00,"1,126,710.00",18,,
Ag(T+D),"4,122","4,180","4,115","4,143",33,0.80%,"4,151","12,208,388.00","50,677,752,056.00","13,053,248",多支付给空,"270,450"
NYAuTN06,368.15,376.55,348.55,373.85,7.25,1.98%,372.25,739.40,"275,245,130.00","42,014",,
NYAuTN12,372.75,379.80,371.00,376.80,7.20,1.95%,375.35,357.40,"134,159,690.00","25,146",,
PGC30g,379.03,381.22,378.38,381.00,9.38,2.52%,379.82,1.26,"478,575.00",-,,
