20021230
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,92.8,92.82,92.82,92.78,-0.12,-0.13%,92.8,924,"85,743,930"
Au99.99,93.8,93.86,94,93.6,0.25,0.27%,93.89,62,"5,820,870"
