20021203
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,85.49,85.46,85.5,85.39,0.05,0.06%,85.44,373,"31,869,140"
Au99.99,85.5,85.55,85.55,85.5,0,0%,85.55,25,"2,138,700"
