20140425
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,259.20,260.00,258.90,259.68,1.90,0.0074,259.63,"1,036","268,985,620.00",　,　
Au9999&nbsp;,257.00,260.15,256.30,259.76,2.06,0.008,259.6,"14,843.04","3,853,330,273.60",　,　
Au100g,257.00,260.40,257.00,260.39,1.90,0.0074,259.65,27.6,"7,166,512.00",　,　
Au(T+D),255.80,262.00,255.77,259.62,1.80,0.007,258.94,"31,162","8,069,388,360.00","159,488","12,724"
mAu(T+D),256.09,264.00,256.00,259.74,1.94,0.0075,258.54,"2,240.60","579,287,636.00","53,564","5,532"
Pt9995&nbsp;,295.50,298.50,295.50,298.22,2.22,0.0075,297.95,56,"16,685,500.00",　,　
Ag(T+D),3995,4144,3993,4078,56,0.0139,4073,"1,956,008","7,967,649,306.00","4,151,212",　
