20110414
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,307.70,308.60,307.20,308.58,0.63,0.002,308.06,"2,608","803,441,180.00",　,　
Au9999&nbsp;,308.60,308.60,307.15,308.54,0.59,0.002,308.06,"3,952.80","1,217,704,718.00",　,　
Au100g,308.50,308.95,307.50,308.71,0.71,0.002,308.20,45,"13,869,278.00",　,　
Au(T+D),308.00,308.58,307.00,308.53,0.72,0.002,307.78,"19,802","6,094,771,140.00","112,634","5,762&nbsp;"
Pt9995&nbsp;,391.00,391.00,388.50,390.50,0.50,0.001,389.73,210,"81,845,000.00",　,　
Ag(T+D),8755.00,8880.00,8690.00,8854.00,118.00,0.014,8778.00,"1,311,652","11,514,191,156.00","2,509,998",660&nbsp;
