20021216
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,88,88.79,88.85,88,0.93,1.06%,88.74,712,"63,181,230"
Au99.99,88.8,89.53,90,88.78,1.63,1.85%,88.92,122,"10,848,030"
