20120601
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,320.00,321.00,319.70,320.08,-1.42,-0.0044,320.26,"1,876","600,815,780.00",　,　
Au9999&nbsp;,322.80,323.00,319.40,320.24,-1.51,-0.0047,320.36,"5,348.20","1,713,752,902.00",　,　
Au100g&nbsp;,322.00,323.00,320.00,321.99,0.28,0.0009,321.06,38.8,"12,457,258.00",　,　
Au(T+D),322.00,323.29,319.01,320.20,0.24,0.0008,320.52,"16,866","5,405,890,900.00","154,884","11,414&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",301.50,302.00,301.50,301.53,0.22,0.0007,301.52,272,"82,015,500.00",　,　
Ag(T+D),5899.00,5912.00,5825.00,5858.00,-3.00,-0.0005,5860.00,"1,025,650","6,010,496,562.00","2,912,346","5,190&nbsp;"
