20130724
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,268.60,268.75,268.20,268.70,1.79,0.0067,268.47,"5,012","1,345,619,040.00",　,　
Au9999&nbsp;,267.50,269.00,266.60,268.73,1.56,0.0058,268.48,"12,872.60","3,456,108,790.00",　,　
Au100g&nbsp;,267.00,269.29,266.70,268.70,1.7,0.0064,268.10,88.8,"23,807,486.00",　,　
Au(T+D)&nbsp;,266.18,269.50,265.86,268.65,2.04,0.0077,268.06,"22,960","6,154,713,440.00","212,552",840&nbsp;
Pt9995&nbsp;,297.00,300.00,297.00,299.54,1.04,0.0035,299.47,218,"65,286,500.00",　,　
Ag99.99&nbsp;,4075,4075,4075,4075,8,0.002,4075,"3,000","12,225,000.00",200,　
Ag(T+D)&nbsp;,4030,4077,4028,4067,5,0.0012,4054,"1,508,432","6,116,490,468.00","3,510,056","4,200&nbsp;"
