20101216
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,298.00,298.50,297.10,298.08,-0.39,-0.0013,297.7,"2,730","812,744,340.00",　,　
Au9999&nbsp;,300.00,300.00,297.29,298.19,-0.64,-0.0021,297.69,"3,889","1,157,522,180.00",　,　
Au100g,299.80,300.98,298.00,298.20,-1.36,-0.0045,298.82,116.8,"34,903,184.00",　,　
Au50g,298.50,298.50,298.50,298.50,-1.2,-0.004,298.5,2,"597,000.00",　,　
Au(T+D),299.30,299.60,296.77,297.68,-0.76,-0.0025,297.68,"20,768","6,182,230,040.00","122,470","2,158&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",377.00,377.00,375.20,375.23,-1.92,-0.0051,375.84,382,"143,571,000.00",　,　
Ag(T+D),6490,6518,6410,6448,-21,-0.0032,6457,"675,376","4,361,393,126.00","1,503,236","1,620&nbsp;"
