20021205
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,85.75,85.75,85.8,85.73,0.16,0.19%,85.76,378,"32,418,770"
Au99.99,86,85.95,86,85.8,0,0,85.97,66,"5,674,200"
