20140324
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,266.00,266.00,263.60,263.72,-1.84,-0.0069,264.68,"2,944","781,364,420.00",　,　
Au9999&nbsp;,265.30,266.90,263.70,263.89,-1.37,-0.0052,264.56,"12,391.18","3,281,445,725.00",　,　
Au100g,266.88,266.88,264.00,264.19,-1.28,-0.0048,265.29,48.6,"12,893,252.00",　,　
Au(T+D),266.30,266.90,263.60,263.72,-1.63,-0.0061,264.98,"21,758","5,765,597,280.00","182,940","10,694"
mAu(T+D),266.10,266.66,263.66,263.78,-1.50,-0.0057,265.09,"1,025.80","271,933,346.00","32,322","3,078"
Pt9995&nbsp;,303.00,303.00,302.20,302.30,0.16,0.0005,302.49,306,"92,564,500.00",　,　
Ag99.99&nbsp;,4380,4380,4150,4226,61,0.0146,4226,90,"380,400.00",6,　
Ag(T+D),4155,4163,4115,4120,-15,-0.0036,4133,"1,157,922","4,786,396,202.00","3,760,886","5,700"
